Age,Gender,Time_Spent,Product_Category,Number_of_Items_Viewed,Device_Used,Purchased
37,Male,27,Books,15,Desktop,0
41,Female,45,Clothing,12,Tablet,1
25,Female,38,Books,11,Desktop,1
60,Female,42,Electronics,17,Desktop,1
36,Male,32,Clothing,19,Tablet,0
37,Male,30,Electronics,12,Mobile,0
57,Female,32,Books,15,Desktop,0
42,Female,5,Clothing,19,Desktop,0
41,Female,13,Clothing,11,Tablet,0
52,Male,25,Clothing,11,Tablet,0
37,Female,13,Clothing,14,Tablet,1
26,Female,28,Clothing,2,Desktop,0
32,Female,27,Books,3,Tablet,0
52,Male,43,Clothing,14,Mobile,0
53,Male,31,Clothing,14,Tablet,1
28,Male,21,Electronics,5,Desktop,1
37,Male,47,Clothing,13,Tablet,0
33,Female,36,Clothing,18,Desktop,1
56,Female,45,Books,14,Tablet,1
40,Male,17,Electronics,17,Tablet,0
61,Male,32,Clothing,9,Tablet,1
18,Male,16,Books,16,Mobile,1
55,Female,13,Clothing,11,Mobile,0
27,Male,41,Electronics,5,Desktop,1
32,Female,32,Electronics,10,Tablet,1
52,Female,26,Books,15,Mobile,0
56,Male,38,Books,11,Mobile,1
62,Female,33,Books,8,Mobile,0
27,Female,7,Electronics,10,Tablet,1
33,Male,40,Books,4,Mobile,0
30,Male,14,Books,14,Tablet,1
63,Male,22,Clothing,19,Tablet,0
38,Female,6,Books,11,Mobile,1
21,Female,18,Electronics,6,Mobile,1
31,Male,6,Clothing,12,Mobile,0
32,Female,34,Books,14,Mobile,1
42,Male,6,Books,5,Mobile,0
26,Female,9,Electronics,12,Tablet,0
57,Male,38,Electronics,7,Mobile,1
22,Male,23,Books,18,Mobile,1
48,Male,12,Books,18,Desktop,0
57,Male,27,Books,17,Mobile,0
45,Female,48,Books,14,Tablet,1
22,Male,9,Books,7,Mobile,1
61,Male,39,Books,12,Desktop,0
37,Male,46,Electronics,9,Desktop,1
18,Male,18,Books,7,Tablet,0
46,Male,32,Books,6,Mobile,0
46,Male,17,Electronics,9,Tablet,0
63,Male,41,Clothing,13,Tablet,1
36,Female,7,Electronics,17,Mobile,0
45,Male,12,Books,19,Tablet,0
37,Female,20,Books,5,Mobile,0
19,Male,36,Books,4,Tablet,1
52,Male,39,Clothing,7,Mobile,1
36,Female,17,Books,15,Tablet,0
62,Female,46,Clothing,12,Mobile,1
27,Male,46,Clothing,16,Desktop,1
23,Female,10,Books,9,Tablet,0
27,Female,43,Electronics,8,Desktop,0
56,Female,26,Books,10,Desktop,0
34,Female,32,Books,16,Tablet,1
45,Male,18,Books,11,Desktop,1
22,Male,38,Books,18,Tablet,1
46,Female,32,Electronics,1,Mobile,1
64,Male,45,Clothing,13,Desktop,0
61,Male,43,Books,19,Tablet,0
28,Female,40,Books,8,Mobile,1
40,Female,11,Electronics,10,Mobile,0
54,Female,12,Books,10,Tablet,1
49,Male,49,Books,9,Tablet,0
57,Male,25,Books,18,Mobile,1
52,Female,23,Books,10,Mobile,0
63,Male,20,Electronics,14,Mobile,1
22,Male,30,Clothing,7,Desktop,0
18,Female,49,Books,16,Tablet,1
29,Female,25,Electronics,2,Tablet,0
45,Male,5,Electronics,4,Mobile,0
44,Male,15,Clothing,10,Mobile,1
26,Female,8,Clothing,12,Tablet,0
23,Female,11,Clothing,11,Tablet,0
57,Male,15,Electronics,15,Mobile,0
40,Male,16,Books,6,Tablet,1
43,Male,11,Books,14,Tablet,0
62,Male,28,Clothing,19,Mobile,1
22,Male,40,Books,3,Tablet,0
46,Male,46,Clothing,14,Tablet,0
25,Female,42,Clothing,2,Mobile,0
48,Male,46,Books,10,Tablet,0
54,Female,26,Books,8,Tablet,0
58,Male,15,Books,6,Desktop,1
24,Female,48,Clothing,15,Desktop,0
25,Female,16,Electronics,4,Mobile,1
44,Female,26,Books,6,Desktop,0
27,Female,9,Books,2,Tablet,0
49,Female,40,Books,10,Tablet,1
44,Female,8,Clothing,15,Mobile,1
54,Female,26,Books,18,Tablet,1
42,Male,38,Clothing,2,Desktop,1
50,Male,7,Books,17,Desktop,0
29,Male,14,Books,12,Tablet,0
31,Female,14,Books,7,Mobile,1
53,Male,42,Books,9,Tablet,1
29,Female,49,Clothing,9,Mobile,0
50,Female,48,Clothing,4,Desktop,1
27,Male,33,Electronics,1,Mobile,0
64,Male,26,Electronics,19,Mobile,0
43,Male,48,Electronics,10,Desktop,0
44,Female,34,Electronics,17,Desktop,1
22,Female,5,Electronics,12,Tablet,0
42,Male,10,Electronics,18,Tablet,0
19,Male,24,Electronics,6,Tablet,0
31,Male,43,Electronics,6,Desktop,1
54,Female,21,Books,3,Mobile,0
35,Male,10,Books,1,Desktop,0
34,Female,46,Clothing,4,Mobile,1
22,Female,44,Clothing,12,Tablet,1
58,Male,48,Clothing,5,Mobile,1
48,Male,32,Clothing,8,Desktop,0
25,Female,14,Books,9,Desktop,1
52,Female,32,Books,8,Desktop,1
60,Male,46,Clothing,12,Mobile,1
27,Male,39,Books,16,Mobile,1
20,Male,37,Electronics,4,Tablet,0
23,Male,49,Clothing,7,Desktop,1
61,Female,49,Electronics,10,Mobile,1
19,Female,26,Clothing,5,Tablet,1
49,Female,38,Clothing,5,Mobile,1
50,Female,8,Books,17,Tablet,1
30,Male,28,Electronics,9,Desktop,1
24,Male,17,Electronics,16,Mobile,0
59,Female,34,Books,11,Tablet,1
63,Male,30,Clothing,14,Tablet,1
42,Male,36,Electronics,11,Desktop,1
50,Male,49,Books,10,Tablet,1
53,Female,22,Books,15,Mobile,1
23,Female,42,Clothing,9,Tablet,1
23,Male,11,Books,7,Mobile,0
58,Male,34,Electronics,11,Mobile,0
27,Male,47,Books,13,Mobile,0
30,Male,37,Electronics,10,Desktop,1
58,Male,7,Electronics,6,Mobile,0
45,Female,32,Electronics,6,Mobile,0
30,Male,29,Clothing,14,Desktop,1
49,Female,48,Electronics,12,Desktop,0
57,Female,6,Clothing,2,Desktop,0
34,Male,26,Clothing,8,Desktop,0
63,Male,5,Electronics,6,Mobile,0
53,Female,42,Electronics,14,Tablet,0
53,Female,11,Electronics,1,Mobile,0
43,Male,20,Electronics,16,Desktop,1
28,Male,5,Clothing,18,Mobile,1
39,Male,38,Clothing,8,Tablet,0
57,Female,25,Electronics,5,Desktop,1
28,Male,5,Electronics,9,Desktop,1
64,Female,44,Electronics,5,Tablet,1
36,Female,16,Clothing,5,Desktop,0
27,Female,39,Clothing,11,Tablet,0
24,Female,14,Clothing,17,Desktop,1
38,Female,29,Electronics,18,Tablet,1
36,Male,38,Electronics,2,Desktop,0
19,Male,21,Clothing,19,Desktop,0
26,Male,22,Books,4,Desktop,1
39,Female,48,Electronics,6,Desktop,0
49,Male,27,Electronics,9,Tablet,1
59,Male,24,Electronics,9,Mobile,1
19,Female,40,Electronics,2,Tablet,0
43,Male,5,Electronics,11,Tablet,1
31,Female,8,Clothing,18,Tablet,1
60,Male,33,Electronics,5,Tablet,0
39,Male,41,Electronics,10,Desktop,1
55,Male,33,Electronics,1,Tablet,1
35,Female,19,Books,4,Mobile,0
58,Male,6,Clothing,15,Mobile,1
52,Male,5,Books,9,Desktop,0
44,Female,42,Books,17,Tablet,1
41,Male,30,Books,16,Tablet,1
41,Female,26,Books,12,Mobile,1
37,Male,28,Clothing,2,Desktop,0
36,Female,47,Electronics,14,Desktop,1
41,Female,28,Electronics,17,Tablet,0
63,Male,38,Clothing,14,Tablet,1
63,Female,32,Electronics,11,Tablet,1
21,Female,41,Clothing,7,Desktop,0
47,Male,7,Books,11,Tablet,0
49,Male,23,Electronics,5,Mobile,0
37,Female,33,Books,7,Mobile,1
30,Male,46,Electronics,1,Mobile,1
51,Female,27,Clothing,2,Mobile,1
56,Female,22,Clothing,2,Mobile,1
45,Female,39,Books,7,Desktop,1
37,Male,34,Books,12,Desktop,0
21,Male,39,Electronics,19,Tablet,1
42,Female,11,Clothing,11,Tablet,0
20,Female,42,Electronics,7,Desktop,1
47,Female,44,Books,9,Mobile,1
34,Male,45,Books,7,Desktop,1
59,Female,49,Electronics,4,Mobile,1
31,Male,32,Books,16,Desktop,0
22,Male,5,Clothing,3,Mobile,1
63,Male,11,Electronics,13,Mobile,1
26,Male,41,Electronics,2,Desktop,1
37,Male,40,Electronics,7,Mobile,1
57,Female,18,Electronics,10,Tablet,1
54,Female,12,Electronics,19,Mobile,1
32,Female,46,Electronics,3,Tablet,1
27,Female,39,Electronics,9,Desktop,1
57,Female,48,Electronics,11,Desktop,0
38,Female,45,Electronics,16,Mobile,1
20,Female,15,Books,1,Tablet,0
57,Male,38,Books,16,Tablet,1
63,Female,42,Clothing,1,Mobile,0
47,Male,11,Clothing,2,Desktop,1
39,Male,6,Clothing,13,Mobile,1
43,Male,22,Electronics,18,Mobile,0
62,Female,40,Books,13,Mobile,0
28,Female,12,Clothing,14,Mobile,0
33,Female,18,Clothing,17,Tablet,1
62,Male,10,Clothing,9,Tablet,1
51,Male,40,Books,12,Desktop,1
52,Female,27,Electronics,4,Mobile,1
31,Male,23,Clothing,9,Tablet,1
33,Male,35,Books,16,Desktop,0
24,Male,27,Books,11,Tablet,1
20,Female,13,Books,18,Desktop,1
18,Female,15,Electronics,9,Mobile,1
24,Male,24,Books,6,Tablet,0
61,Female,15,Clothing,6,Tablet,0
20,Male,42,Electronics,5,Desktop,1
29,Male,20,Books,3,Desktop,1
18,Male,28,Electronics,3,Desktop,1
26,Female,33,Electronics,15,Mobile,1
36,Male,12,Electronics,13,Desktop,1
32,Male,44,Electronics,9,Mobile,0
42,Male,41,Clothing,1,Tablet,0
54,Female,41,Books,7,Mobile,1
61,Female,33,Electronics,7,Tablet,0
37,Male,19,Electronics,9,Tablet,1
62,Female,24,Books,1,Desktop,1
23,Male,22,Electronics,5,Desktop,1
39,Female,12,Electronics,18,Desktop,1
19,Male,12,Clothing,1,Desktop,1
22,Male,9,Clothing,4,Mobile,0
50,Female,46,Electronics,4,Desktop,1
39,Male,29,Books,13,Mobile,1
52,Female,33,Electronics,15,Mobile,1
33,Female,6,Clothing,10,Desktop,0
59,Female,17,Books,6,Desktop,1
55,Female,48,Books,5,Mobile,1
55,Male,11,Clothing,7,Tablet,0
47,Female,30,Electronics,15,Mobile,0
42,Male,14,Books,9,Mobile,0
42,Male,49,Clothing,19,Mobile,1
48,Female,8,Books,11,Tablet,1
36,Male,33,Electronics,5,Desktop,1
27,Female,24,Clothing,3,Desktop,0
32,Male,5,Clothing,9,Tablet,0
42,Male,13,Books,6,Desktop,0
50,Male,25,Books,17,Desktop,1
44,Male,35,Clothing,8,Tablet,1
50,Female,21,Books,12,Desktop,0
54,Male,21,Books,12,Mobile,1
32,Male,31,Clothing,12,Tablet,1
40,Female,18,Clothing,9,Mobile,1
47,Male,13,Books,2,Desktop,1
36,Female,9,Clothing,15,Desktop,0
18,Female,14,Electronics,12,Desktop,0
26,Male,10,Clothing,18,Tablet,0
31,Female,11,Electronics,5,Mobile,1
32,Female,21,Electronics,8,Tablet,1
53,Female,31,Books,11,Desktop,0
20,Female,5,Clothing,8,Mobile,1
19,Male,10,Clothing,7,Desktop,1
45,Male,27,Electronics,7,Tablet,1
35,Female,23,Books,2,Mobile,1
26,Male,25,Clothing,3,Tablet,1
58,Male,15,Clothing,16,Mobile,1
23,Female,23,Books,16,Desktop,0
19,Female,9,Books,17,Desktop,1
24,Male,10,Electronics,15,Mobile,1
20,Male,8,Books,10,Desktop,1
21,Female,34,Electronics,12,Mobile,1
61,Female,24,Clothing,19,Desktop,0
59,Female,10,Clothing,13,Tablet,0
36,Female,38,Electronics,6,Mobile,0
25,Male,5,Electronics,5,Tablet,0
23,Male,29,Clothing,2,Tablet,1
29,Female,27,Books,5,Desktop,0
63,Female,15,Clothing,13,Tablet,0
44,Female,19,Electronics,15,Tablet,1
48,Male,13,Electronics,19,Tablet,0
60,Male,36,Books,11,Desktop,0
50,Female,35,Clothing,18,Desktop,1
45,Male,40,Electronics,16,Mobile,1
36,Male,19,Clothing,4,Desktop,0
34,Male,14,Books,18,Desktop,0
59,Male,29,Books,17,Mobile,0
33,Female,35,Books,4,Desktop,1
18,Female,48,Books,1,Desktop,0
45,Male,25,Books,16,Desktop,0
64,Female,46,Books,1,Desktop,1
61,Male,27,Electronics,4,Mobile,0
34,Male,13,Electronics,1,Tablet,1
36,Male,7,Electronics,1,Mobile,0
57,Female,46,Electronics,13,Tablet,0
37,Female,47,Electronics,12,Mobile,0
32,Female,37,Clothing,7,Tablet,1
45,Female,48,Electronics,2,Tablet,0
54,Female,8,Electronics,2,Desktop,0
52,Female,17,Electronics,6,Desktop,0
49,Female,27,Books,12,Mobile,1
31,Male,37,Clothing,7,Tablet,0
19,Female,46,Clothing,9,Mobile,1
30,Female,5,Books,10,Desktop,0
21,Male,43,Clothing,4,Tablet,0
60,Female,26,Books,18,Desktop,1
24,Female,47,Electronics,6,Desktop,0
59,Female,13,Clothing,9,Mobile,1
60,Female,5,Books,12,Tablet,1
44,Male,44,Books,18,Tablet,1
42,Male,5,Books,15,Tablet,1
29,Male,14,Books,10,Mobile,1
25,Female,36,Electronics,11,Tablet,0
22,Male,24,Books,7,Tablet,0
40,Female,34,Books,6,Desktop,0
58,Female,37,Clothing,8,Desktop,0
57,Male,44,Books,19,Desktop,0
35,Female,32,Clothing,4,Tablet,1
19,Male,30,Clothing,1,Tablet,1
36,Male,28,Books,13,Mobile,0
51,Male,7,Electronics,18,Desktop,1
58,Female,9,Books,8,Desktop,0
24,Male,28,Clothing,14,Tablet,1
54,Female,7,Books,14,Mobile,1
27,Male,14,Clothing,17,Tablet,1
31,Male,33,Books,9,Mobile,1
33,Male,11,Clothing,3,Tablet,1
64,Male,8,Books,16,Tablet,0
40,Male,17,Electronics,8,Desktop,1
63,Male,37,Electronics,7,Mobile,1
43,Male,48,Books,4,Tablet,0
58,Male,46,Books,3,Mobile,1
49,Female,6,Clothing,12,Tablet,0
22,Female,37,Books,13,Desktop,0
24,Female,39,Clothing,16,Tablet,0
63,Male,20,Books,7,Tablet,0
30,Female,23,Clothing,8,Tablet,1
23,Male,42,Clothing,18,Tablet,1
33,Male,14,Electronics,13,Tablet,0
36,Male,14,Books,3,Desktop,1
18,Male,46,Books,12,Desktop,0
53,Male,35,Books,1,Desktop,0
37,Male,18,Books,4,Tablet,1
33,Female,30,Electronics,7,Tablet,1
61,Male,10,Electronics,12,Mobile,1
47,Male,13,Clothing,15,Desktop,1
27,Male,13,Electronics,16,Desktop,0
62,Male,29,Electronics,11,Tablet,1
31,Female,13,Clothing,16,Tablet,0
25,Female,10,Electronics,16,Tablet,0
25,Male,10,Books,8,Desktop,1
36,Female,34,Electronics,4,Mobile,1
40,Male,30,Clothing,18,Desktop,0
44,Female,33,Electronics,10,Mobile,0
27,Male,41,Clothing,6,Mobile,0
34,Female,29,Electronics,15,Tablet,1
58,Female,32,Clothing,10,Mobile,0
61,Male,13,Clothing,11,Desktop,0
48,Female,12,Books,4,Desktop,0
26,Female,15,Books,18,Desktop,0
24,Female,32,Clothing,16,Tablet,0
50,Female,48,Clothing,3,Tablet,0
61,Female,34,Electronics,14,Tablet,1
37,Male,40,Books,7,Tablet,1
57,Male,48,Electronics,6,Tablet,1
55,Male,18,Books,15,Desktop,0
46,Male,45,Clothing,4,Mobile,1
52,Male,5,Clothing,11,Mobile,0
24,Male,21,Electronics,17,Tablet,1
64,Male,5,Electronics,7,Desktop,1
28,Female,32,Books,3,Desktop,1
26,Male,32,Books,4,Mobile,1
51,Male,48,Clothing,13,Tablet,1
36,Male,17,Electronics,1,Desktop,0
47,Female,6,Electronics,10,Tablet,1
38,Female,48,Clothing,18,Mobile,0
52,Female,22,Clothing,9,Tablet,0
35,Male,30,Clothing,3,Tablet,1
40,Male,27,Clothing,15,Mobile,0
53,Male,13,Clothing,1,Mobile,1
33,Male,27,Books,7,Tablet,0
58,Female,5,Electronics,12,Desktop,0
26,Male,39,Clothing,2,Tablet,0
29,Female,47,Books,13,Desktop,0
39,Female,45,Books,1,Mobile,1
58,Female,14,Books,4,Desktop,1
62,Female,25,Electronics,2,Tablet,0
45,Female,8,Electronics,10,Tablet,0
43,Male,20,Clothing,5,Tablet,0
36,Female,17,Electronics,10,Tablet,1
24,Male,10,Books,8,Tablet,0
30,Male,40,Electronics,17,Desktop,0
53,Female,12,Clothing,15,Desktop,0
60,Male,43,Books,11,Tablet,0
43,Male,18,Books,12,Tablet,0
64,Female,11,Books,8,Desktop,0
44,Female,33,Clothing,5,Desktop,1
23,Male,48,Clothing,3,Mobile,0
24,Female,15,Clothing,7,Tablet,1
63,Female,39,Books,6,Desktop,0
47,Female,15,Books,18,Desktop,0
28,Male,36,Books,15,Mobile,0
54,Female,43,Electronics,8,Tablet,1
60,Female,12,Electronics,15,Tablet,1
42,Female,37,Electronics,17,Tablet,1
59,Male,33,Clothing,7,Mobile,0
58,Female,27,Books,1,Mobile,0
35,Female,13,Electronics,8,Tablet,1
43,Female,15,Clothing,3,Mobile,1
62,Female,6,Electronics,16,Mobile,1
36,Female,36,Books,5,Desktop,1
31,Male,13,Electronics,9,Mobile,0
60,Female,21,Electronics,15,Desktop,1
62,Male,45,Books,17,Tablet,0
31,Male,6,Electronics,12,Mobile,0
42,Female,48,Books,1,Tablet,0
33,Male,7,Clothing,5,Tablet,1
39,Female,24,Clothing,11,Tablet,1
39,Male,7,Books,7,Tablet,1
30,Female,16,Books,19,Mobile,1
18,Male,37,Electronics,16,Mobile,1
61,Female,13,Books,11,Mobile,0
24,Male,49,Books,3,Mobile,0
21,Male,10,Electronics,7,Desktop,1
47,Female,18,Books,12,Tablet,0
41,Male,40,Electronics,8,Desktop,0
62,Male,32,Books,3,Desktop,0
48,Female,25,Clothing,6,Mobile,0
31,Female,38,Electronics,13,Desktop,1
35,Female,39,Books,11,Tablet,0
46,Male,28,Books,2,Tablet,0
39,Male,28,Clothing,7,Desktop,0
28,Female,11,Clothing,15,Mobile,0
22,Female,29,Books,16,Mobile,1
34,Male,8,Books,12,Mobile,0
35,Male,21,Books,7,Mobile,1
50,Female,46,Clothing,15,Mobile,1
38,Female,22,Electronics,15,Tablet,1
60,Female,28,Clothing,14,Mobile,1
25,Male,33,Electronics,7,Desktop,0
27,Male,18,Clothing,4,Desktop,1
20,Male,39,Books,19,Desktop,1
43,Female,43,Electronics,1,Mobile,1
64,Male,21,Books,16,Tablet,0
40,Male,32,Clothing,19,Mobile,1
52,Male,26,Clothing,2,Desktop,1
42,Female,12,Clothing,3,Tablet,0
21,Female,18,Books,11,Mobile,0
53,Male,21,Clothing,17,Desktop,0
26,Female,40,Clothing,2,Mobile,1
59,Male,27,Books,6,Mobile,0
52,Female,24,Books,2,Mobile,1
30,Female,12,Clothing,2,Mobile,0
40,Female,49,Electronics,16,Desktop,0
37,Male,6,Clothing,7,Tablet,0
44,Male,16,Clothing,10,Tablet,0
37,Female,19,Electronics,11,Desktop,0
53,Male,39,Electronics,13,Desktop,0
32,Female,39,Electronics,11,Mobile,0
33,Female,22,Electronics,3,Mobile,0
62,Female,8,Clothing,8,Mobile,0
38,Male,9,Electronics,12,Mobile,1
38,Female,18,Clothing,1,Mobile,0
25,Male,39,Books,5,Mobile,1
59,Male,30,Clothing,8,Mobile,1
38,Female,26,Clothing,6,Desktop,1
62,Male,37,Electronics,9,Desktop,0
38,Male,13,Books,2,Mobile,1
33,Female,16,Books,6,Tablet,0
58,Female,42,Electronics,2,Desktop,0
51,Female,24,Electronics,2,Mobile,0
64,Female,47,Clothing,13,Desktop,0
64,Male,21,Books,5,Mobile,0
42,Female,34,Clothing,3,Mobile,0
39,Female,39,Electronics,2,Mobile,1
42,Male,34,Electronics,10,Desktop,1
53,Male,46,Clothing,13,Desktop,1
36,Female,49,Electronics,2,Desktop,1
44,Female,13,Books,18,Mobile,0
49,Male,46,Books,6,Mobile,1
47,Female,40,Books,7,Tablet,1
63,Male,34,Electronics,14,Mobile,1
30,Male,26,Books,6,Tablet,1
25,Male,27,Clothing,15,Tablet,0
54,Female,43,Clothing,11,Desktop,0
57,Male,31,Electronics,19,Desktop,1
49,Male,47,Clothing,16,Desktop,0
37,Male,8,Electronics,18,Mobile,1
32,Male,9,Clothing,17,Tablet,1
54,Female,45,Electronics,7,Desktop,1
27,Male,35,Books,3,Mobile,1
25,Female,11,Electronics,14,Desktop,0
30,Male,18,Books,17,Desktop,1
62,Female,35,Electronics,10,Desktop,0
35,Male,30,Electronics,5,Tablet,0
36,Male,45,Clothing,10,Desktop,1
30,Female,13,Clothing,9,Desktop,1
41,Male,6,Electronics,8,Desktop,1
53,Female,20,Clothing,6,Tablet,0
50,Female,26,Clothing,16,Mobile,1
29,Female,46,Clothing,4,Desktop,1
40,Female,13,Books,18,Tablet,0
34,Male,31,Clothing,12,Desktop,0
53,Female,49,Books,17,Tablet,0
41,Male,34,Clothing,10,Mobile,1
46,Male,28,Electronics,7,Mobile,0
44,Male,17,Electronics,1,Tablet,1
53,Male,19,Books,15,Mobile,1
37,Male,20,Electronics,9,Desktop,1
36,Male,47,Electronics,1,Desktop,1
54,Male,20,Clothing,12,Desktop,1
61,Female,41,Books,17,Desktop,0
39,Male,41,Clothing,8,Desktop,0
45,Female,31,Electronics,10,Desktop,0
52,Male,35,Books,6,Tablet,1
58,Male,45,Clothing,9,Mobile,1
42,Female,15,Books,11,Desktop,1
20,Female,45,Clothing,17,Mobile,1
41,Male,27,Electronics,19,Mobile,0
46,Female,12,Books,16,Desktop,1
34,Female,14,Books,7,Desktop,1
39,Female,45,Books,17,Mobile,0
34,Female,24,Electronics,19,Desktop,0
54,Male,35,Clothing,9,Mobile,0
21,Female,38,Electronics,17,Tablet,0
57,Male,42,Books,12,Mobile,0
60,Female,48,Electronics,11,Desktop,0
62,Female,35,Clothing,12,Tablet,0
20,Female,27,Books,4,Desktop,0
25,Female,8,Clothing,4,Desktop,0
18,Female,33,Books,13,Tablet,0
32,Male,49,Books,7,Mobile,1
19,Male,17,Books,19,Desktop,0
18,Female,44,Books,4,Tablet,0
64,Male,32,Books,17,Mobile,1
57,Male,44,Books,4,Tablet,0
47,Female,18,Electronics,15,Tablet,1
61,Female,41,Clothing,9,Mobile,1
46,Female,18,Books,9,Desktop,0
61,Female,40,Clothing,3,Mobile,0
41,Female,40,Books,2,Mobile,0
62,Female,24,Clothing,10,Tablet,1
35,Female,10,Clothing,8,Tablet,0
21,Female,5,Electronics,15,Mobile,1
41,Male,34,Electronics,5,Desktop,0
42,Female,40,Electronics,4,Tablet,0
35,Male,20,Clothing,2,Mobile,0
22,Female,34,Electronics,19,Mobile,0
34,Female,49,Books,1,Mobile,1
53,Male,48,Electronics,1,Desktop,0
56,Female,31,Electronics,17,Desktop,1
42,Male,11,Clothing,6,Desktop,1
45,Female,28,Electronics,11,Desktop,1
25,Male,9,Electronics,2,Tablet,0
48,Female,13,Books,15,Desktop,0
52,Male,31,Books,8,Desktop,1
59,Male,6,Clothing,17,Mobile,1
40,Female,28,Books,5,Mobile,0
45,Male,44,Electronics,5,Mobile,0
26,Female,43,Books,11,Desktop,1
28,Female,37,Books,17,Mobile,1
19,Male,38,Electronics,4,Tablet,0
28,Female,16,Electronics,14,Mobile,1
44,Female,6,Electronics,15,Tablet,1
32,Female,31,Books,18,Desktop,1
41,Male,36,Electronics,8,Desktop,1
28,Female,20,Clothing,8,Desktop,0
56,Male,46,Electronics,16,Desktop,1
57,Male,7,Electronics,19,Mobile,0
55,Male,24,Clothing,12,Tablet,1
58,Female,10,Clothing,7,Mobile,0
31,Male,16,Books,7,Desktop,0
29,Female,20,Books,13,Tablet,0
32,Female,41,Electronics,11,Mobile,0
63,Male,39,Books,4,Tablet,0
61,Female,45,Clothing,5,Tablet,0
52,Male,38,Electronics,13,Tablet,1
27,Female,30,Books,9,Tablet,0
53,Female,6,Books,11,Tablet,1
35,Male,47,Books,7,Tablet,0
36,Female,25,Electronics,15,Tablet,0
20,Male,39,Clothing,15,Desktop,0
53,Female,8,Clothing,18,Desktop,0
47,Female,5,Clothing,13,Desktop,1
33,Male,45,Clothing,9,Desktop,1
36,Male,10,Electronics,15,Desktop,1
23,Male,34,Clothing,15,Tablet,0
29,Male,27,Clothing,2,Tablet,1
53,Male,37,Electronics,11,Tablet,0
33,Male,30,Books,18,Mobile,1
46,Female,15,Clothing,15,Tablet,0
52,Male,40,Books,7,Desktop,1
23,Male,45,Books,19,Desktop,0
53,Female,43,Books,5,Mobile,1
30,Female,28,Clothing,18,Tablet,0
50,Female,37,Electronics,9,Tablet,0
53,Female,45,Clothing,4,Desktop,0
58,Male,45,Clothing,17,Desktop,0
21,Male,40,Books,7,Mobile,0
39,Male,44,Clothing,2,Tablet,1
58,Female,47,Books,12,Mobile,1
42,Male,38,Books,8,Desktop,0
24,Male,23,Electronics,16,Tablet,0
55,Male,41,Books,7,Mobile,0
48,Female,17,Books,19,Desktop,0
34,Female,9,Clothing,3,Mobile,0
25,Male,36,Books,15,Desktop,0
44,Female,48,Books,10,Mobile,1
51,Female,45,Books,16,Desktop,0
53,Female,14,Clothing,18,Desktop,0
48,Female,11,Electronics,19,Mobile,0
51,Female,37,Electronics,6,Desktop,0
39,Male,6,Books,16,Mobile,1
62,Female,40,Electronics,3,Mobile,0
50,Male,30,Books,13,Desktop,0
60,Male,26,Clothing,10,Desktop,1
31,Male,39,Clothing,5,Mobile,1
46,Female,48,Books,19,Desktop,1
44,Male,11,Electronics,11,Mobile,0
60,Female,23,Electronics,9,Mobile,1
62,Male,5,Electronics,7,Desktop,0
29,Male,32,Books,1,Tablet,0
27,Female,38,Books,14,Mobile,0
47,Female,7,Books,1,Mobile,1
52,Female,26,Books,9,Desktop,1
61,Female,49,Books,9,Mobile,1
52,Female,11,Books,17,Tablet,0
55,Female,31,Electronics,11,Tablet,0
25,Male,49,Clothing,6,Tablet,0
44,Female,15,Books,8,Mobile,1
28,Male,8,Clothing,9,Desktop,0
51,Female,27,Electronics,12,Mobile,0
45,Female,23,Electronics,8,Mobile,0
63,Male,35,Books,11,Mobile,1
19,Female,46,Electronics,12,Tablet,0
55,Male,38,Books,12,Tablet,0
42,Female,44,Books,16,Tablet,1
63,Male,8,Electronics,15,Desktop,1
45,Male,15,Clothing,18,Desktop,0
26,Female,48,Clothing,14,Mobile,0
62,Female,6,Books,13,Tablet,1
38,Male,19,Books,12,Mobile,1
24,Male,23,Clothing,5,Tablet,1
27,Female,36,Clothing,5,Desktop,0
30,Male,17,Electronics,6,Tablet,0
34,Male,43,Books,7,Tablet,1
50,Male,13,Clothing,14,Tablet,1
58,Male,6,Electronics,8,Mobile,1
43,Female,47,Books,2,Desktop,1
48,Female,7,Books,18,Mobile,1
64,Female,44,Electronics,12,Desktop,0
52,Male,39,Electronics,19,Tablet,0
64,Male,24,Books,11,Desktop,0
58,Male,28,Books,13,Mobile,0
38,Male,34,Clothing,18,Desktop,0
54,Female,24,Clothing,5,Desktop,1
56,Female,40,Books,15,Tablet,0
21,Female,27,Electronics,2,Tablet,0
59,Female,16,Clothing,10,Mobile,1
23,Male,22,Electronics,18,Tablet,0
52,Male,7,Electronics,4,Desktop,1
56,Male,21,Books,19,Tablet,1
30,Male,15,Clothing,9,Mobile,0
49,Female,39,Electronics,7,Desktop,0
26,Male,23,Electronics,13,Desktop,1
26,Female,26,Books,10,Mobile,1
63,Male,44,Clothing,11,Desktop,1
28,Female,26,Books,2,Tablet,1
63,Female,43,Books,15,Desktop,1
37,Female,18,Electronics,17,Tablet,0
33,Female,26,Electronics,19,Desktop,1
26,Male,11,Electronics,1,Desktop,0
31,Male,34,Electronics,2,Mobile,1
19,Male,23,Clothing,18,Mobile,1
46,Male,16,Electronics,13,Mobile,1
56,Female,47,Clothing,18,Desktop,0
45,Male,9,Clothing,5,Desktop,0
64,Female,34,Clothing,14,Desktop,1
